building_id,class,building_tag,footprint_area_m2,levels,height_m,height_source,year_built,eui_kwh_m2,eui_status,geometry_outcome
31829,residential,Edificio generico,143.3,,9.0,assumed 9.0 m,,48.08,simulated,dwelling layout (imputed)
30136,residential,Edificio generico,169.4,,9.0,assumed 9.0 m,,68.09,simulated,geometry-limited massing box
31706,residential,Edificio generico,209.3,,9.0,assumed 9.0 m,,,not simulated,
31715,residential,Edificio generico,108.3,,9.0,assumed 9.0 m,,,not simulated,
32754,residential,Edificio generico,799.6,,9.0,assumed 9.0 m,,,not simulated,
32756,residential,Edificio generico,551.8,,9.0,assumed 9.0 m,,37.88,simulated,dwelling layout (imputed)
31336,residential,Edificio generico,308.3,,9.0,assumed 9.0 m,,36.48,simulated,dwelling layout (imputed)
30702,residential,Edificio generico,127.5,,9.0,assumed 9.0 m,,84.11,simulated,dwelling layout (imputed)
31479,residential,Edificio generico,505.4,,9.0,assumed 9.0 m,,50.12,simulated,dwelling layout (imputed)
31340,residential,Edificio generico,138.4,,9.0,assumed 9.0 m,,39.35,simulated,geometry-limited massing box
32694,residential,Edificio generico,277.7,,9.0,assumed 9.0 m,,52.1,simulated,geometry-limited massing box
32721,residential,Edificio generico,703.0,,9.0,assumed 9.0 m,,47.98,simulated,geometry-limited massing box
32723,residential,Edificio generico,201.0,,9.0,assumed 9.0 m,,55.32,simulated,geometry-limited massing box
30035,residential,Edificio generico,196.0,,9.0,assumed 9.0 m,,61.09,simulated,dwelling layout (imputed)
32942,residential,Edificio generico,298.7,,9.0,assumed 9.0 m,,57.51,simulated,geometry-limited massing box
31989,residential,Edificio generico,373.5,,9.0,assumed 9.0 m,,39.25,simulated,dwelling layout (imputed)
32614,residential,Edificio generico,115.4,,9.0,assumed 9.0 m,,,not simulated,
30038,residential,Edificio generico,3461.5,,9.0,assumed 9.0 m,,43.71,simulated,geometry-limited massing box
30042,residential,Edificio generico,134.2,,9.0,assumed 9.0 m,,43.94,simulated,geometry-limited massing box
31277,residential,Edificio generico,501.6,,9.0,assumed 9.0 m,,45.79,simulated,geometry-limited massing box
30575,residential,Edificio generico,247.7,,9.0,assumed 9.0 m,,53.65,simulated,geometry-limited massing box
31346,residential,Edificio generico,349.7,,9.0,assumed 9.0 m,,47.47,simulated,geometry-limited massing box
32766,residential,Edificio generico,140.4,,9.0,assumed 9.0 m,,45.08,simulated,geometry-limited massing box
32769,residential,Edificio generico,155.2,,9.0,assumed 9.0 m,,56.29,simulated,geometry-limited massing box
32774,residential,Edificio generico,50.2,,9.0,assumed 9.0 m,,91.28,simulated,dwelling layout (imputed)
95591,residential,Edificio generico,338.0,,9.0,assumed 9.0 m,,52.22,simulated,geometry-limited massing box
32781,residential,Edificio generico,263.2,,9.0,assumed 9.0 m,,58.03,simulated,geometry-limited massing box
92821,residential,Edificio generico,215.2,,9.0,assumed 9.0 m,,41.39,simulated,geometry-limited massing box
92824,residential,Edificio generico,85.7,,9.0,assumed 9.0 m,,80.4,simulated,geometry-limited massing box
30800,residential,Edificio generico,244.3,,9.0,assumed 9.0 m,,45.81,simulated,geometry-limited massing box
33180,residential,Edificio generico,595.1,,9.0,assumed 9.0 m,,50.96,simulated,dwelling layout (imputed)
32035,residential,Edificio generico,422.5,,9.0,assumed 9.0 m,,45.34,simulated,geometry-limited massing box
31845,residential,Edificio generico,206.6,,9.0,assumed 9.0 m,,61.66,simulated,dwelling layout (imputed)
31762,residential,Edificio generico,87.0,,9.0,assumed 9.0 m,,,not simulated,
31765,residential,Edificio generico,102.9,,9.0,assumed 9.0 m,,44.11,simulated,dwelling layout (imputed)
31767,residential,Edificio generico,132.5,,9.0,assumed 9.0 m,,50.02,simulated,geometry-limited massing box
33167,residential,Edificio generico,305.3,,9.0,assumed 9.0 m,,69.19,simulated,dwelling layout (imputed)
31753,residential,Edificio generico,110.1,,9.0,assumed 9.0 m,,55.03,simulated,geometry-limited massing box
32004,residential,Edificio generico,70.4,,9.0,assumed 9.0 m,,,not simulated,
32006,residential,Edificio generico,278.8,,9.0,assumed 9.0 m,,,not simulated,
33288,residential,Edificio generico,267.7,,9.0,assumed 9.0 m,,57.33,simulated,dwelling layout (imputed)
30821,residential,Edificio generico,357.0,,9.0,assumed 9.0 m,,48.7,simulated,geometry-limited massing box
30832,residential,Edificio generico,167.6,,9.0,assumed 9.0 m,,62.67,simulated,dwelling layout (imputed)
30833,residential,Edificio generico,232.0,,9.0,assumed 9.0 m,,57.09,simulated,geometry-limited massing box
30835,residential,Edificio generico,565.2,,9.0,assumed 9.0 m,,,not simulated,
30487,residential,Edificio generico,194.7,,9.0,assumed 9.0 m,,69.18,simulated,dwelling layout (imputed)
33580,residential,Edificio generico,232.7,,9.0,assumed 9.0 m,,,not simulated,
31218,residential,Edificio generico,83.1,,9.0,assumed 9.0 m,,51.46,simulated,dwelling layout (imputed)
29633,residential,Edificio generico,111.4,,9.0,assumed 9.0 m,,,not simulated,
29634,residential,Edificio generico,79.8,,9.0,assumed 9.0 m,,87.94,simulated,dwelling layout (imputed)
32416,residential,Edificio generico,191.3,,9.0,assumed 9.0 m,,,not simulated,
32435,residential,Edificio generico,154.0,,9.0,assumed 9.0 m,,51.28,simulated,geometry-limited massing box
32539,residential,Edificio generico,174.3,,9.0,assumed 9.0 m,,58.47,simulated,geometry-limited massing box
31213,residential,Edificio generico,117.0,,9.0,assumed 9.0 m,,90.25,simulated,dwelling layout (imputed)
31215,residential,Edificio generico,233.2,,9.0,assumed 9.0 m,,49.91,simulated,geometry-limited massing box
31184,residential,Edificio generico,860.6,,9.0,assumed 9.0 m,,48.76,simulated,geometry-limited massing box
31188,residential,Edificio generico,240.2,,9.0,assumed 9.0 m,,66.08,simulated,dwelling layout (imputed)
29587,residential,Edificio generico,411.8,,9.0,assumed 9.0 m,,52.2,simulated,geometry-limited massing box
32387,residential,Edificio generico,339.2,,9.0,assumed 9.0 m,,60.96,simulated,dwelling layout (imputed)
32391,residential,Edificio generico,131.5,,9.0,assumed 9.0 m,,42.85,simulated,geometry-limited massing box
32399,residential,Edificio generico,206.7,,9.0,assumed 9.0 m,,51.96,simulated,geometry-limited massing box
29969,residential,Edificio generico,923.8,,9.0,assumed 9.0 m,,40.35,simulated,geometry-limited massing box
31169,residential,Edificio generico,732.4,,9.0,assumed 9.0 m,,53.55,simulated,geometry-limited massing box
32544,residential,Edificio generico,79.4,,9.0,assumed 9.0 m,,49.88,simulated,geometry-limited massing box
29278,residential,Edificio generico,499.6,,9.0,assumed 9.0 m,,45.77,simulated,geometry-limited massing box
96501,residential,Edificio generico,173.0,,9.0,assumed 9.0 m,,77.16,simulated,dwelling layout (imputed)
32556,residential,Edificio generico,125.1,,9.0,assumed 9.0 m,,73.84,simulated,geometry-limited massing box
29600,residential,Edificio generico,574.7,,9.0,assumed 9.0 m,,43.38,simulated,dwelling layout (imputed)
29603,residential,Edificio generico,37.4,,9.0,assumed 9.0 m,,,not simulated,
29606,residential,Edificio generico,184.2,,9.0,assumed 9.0 m,,53.64,simulated,geometry-limited massing box
32368,residential,Edificio generico,233.8,,9.0,assumed 9.0 m,,52.48,simulated,geometry-limited massing box
29821,residential,Edificio generico,207.4,,9.0,assumed 9.0 m,,52.41,simulated,geometry-limited massing box
29822,residential,Edificio generico,1170.0,,9.0,assumed 9.0 m,,45.68,simulated,geometry-limited massing box
29917,residential,Edificio generico,221.7,,9.0,assumed 9.0 m,,53.28,simulated,dwelling layout (imputed)
32380,residential,Edificio generico,83.9,,9.0,assumed 9.0 m,,52.04,simulated,geometry-limited massing box
28533,residential,Edificio generico,972.7,,9.0,assumed 9.0 m,,40.93,simulated,geometry-limited massing box
28050,residential,Edificio generico,328.6,,9.0,assumed 9.0 m,,,not simulated,
28527,residential,Edificio generico,858.1,,9.0,assumed 9.0 m,,,not simulated,
29256,residential,Edificio generico,1010.6,,9.0,assumed 9.0 m,,,not simulated,
29020,residential,Edificio generico,171.2,,9.0,assumed 9.0 m,,,not simulated,
28859,residential,Edificio generico,1736.5,,9.0,assumed 9.0 m,,41.76,simulated,geometry-limited massing box
28931,residential,Edificio generico,303.7,,9.0,assumed 9.0 m,,41.98,simulated,geometry-limited massing box
29425,residential,Edificio generico,796.0,,9.0,assumed 9.0 m,,45.26,simulated,geometry-limited massing box
28457,residential,Edificio generico,1097.7,,9.0,assumed 9.0 m,,39.86,simulated,geometry-limited massing box
29485,residential,Edificio generico,352.4,,9.0,assumed 9.0 m,,53.56,simulated,geometry-limited massing box
29490,residential,Edificio generico,131.5,,9.0,assumed 9.0 m,,91.69,simulated,dwelling layout (imputed)
29340,residential,Edificio generico,61.8,,9.0,assumed 9.0 m,,73.29,simulated,dwelling layout (imputed)
29228,residential,Edificio generico,79.8,,9.0,assumed 9.0 m,,64.81,simulated,geometry-limited massing box
28304,residential,Edificio generico,95.6,,9.0,assumed 9.0 m,,,not simulated,
29530,residential,Edificio generico,393.4,,9.0,assumed 9.0 m,,48.9,simulated,geometry-limited massing box
28629,residential,Edificio generico,2507.6,,9.0,assumed 9.0 m,,,not simulated,
29349,residential,Edificio generico,491.1,,9.0,assumed 9.0 m,,49.72,simulated,dwelling layout (imputed)
28821,residential,Edificio generico,1768.2,,9.0,assumed 9.0 m,,,not simulated,
28036,residential,Edificio generico,234.9,,9.0,assumed 9.0 m,,51.87,simulated,geometry-limited massing box
29151,residential,Edificio generico,401.9,,9.0,assumed 9.0 m,,47.57,simulated,geometry-limited massing box
29211,residential,Edificio generico,213.3,,9.0,assumed 9.0 m,,50.34,simulated,geometry-limited massing box
28373,residential,Edificio generico,1744.0,,9.0,assumed 9.0 m,,39.15,simulated,dwelling layout (imputed)
29346,residential,Edificio generico,96.9,,9.0,assumed 9.0 m,,43.04,simulated,dwelling layout (imputed)
28472,residential,Edificio generico,104.5,,9.0,assumed 9.0 m,,51.36,simulated,dwelling layout (imputed)
28473,residential,Edificio generico,220.0,,9.0,assumed 9.0 m,,,not simulated,
28917,residential,Edificio generico,23.2,,9.0,assumed 9.0 m,,,not simulated,
29443,residential,Edificio generico,143.6,,9.0,assumed 9.0 m,,42.16,simulated,geometry-limited massing box
29079,residential,Edificio generico,104.4,,9.0,assumed 9.0 m,,49.0,simulated,dwelling layout (imputed)
28463,residential,Edificio generico,661.0,,9.0,assumed 9.0 m,,43.47,simulated,geometry-limited massing box
28971,residential,Edificio generico,1695.0,,9.0,assumed 9.0 m,,49.12,simulated,geometry-limited massing box
29012,residential,Edificio generico,231.9,,9.0,assumed 9.0 m,,61.82,simulated,geometry-limited massing box
29410,residential,Edificio generico,142.5,,9.0,assumed 9.0 m,,,not simulated,
29411,residential,Edificio generico,536.3,,9.0,assumed 9.0 m,,43.02,simulated,dwelling layout (imputed)
28873,residential,Edificio generico,353.4,,9.0,assumed 9.0 m,,43.45,simulated,geometry-limited massing box
29006,residential,Edificio generico,130.1,,9.0,assumed 9.0 m,,60.05,simulated,dwelling layout (imputed)
29502,residential,Edificio generico,84.5,,9.0,assumed 9.0 m,,80.75,simulated,dwelling layout (imputed)
28696,residential,Edificio generico,1047.4,,9.0,assumed 9.0 m,,47.78,simulated,geometry-limited massing box
28712,residential,Edificio generico,330.5,,9.0,assumed 9.0 m,,53.09,simulated,dwelling layout (imputed)
81072,residential,,34.5,,9.0,assumed 9.0 m,,123.09,simulated,dwelling layout (imputed)
28593,residential,Edificio generico,121.9,,9.0,assumed 9.0 m,,52.47,simulated,geometry-limited massing box
29466,residential,Edificio generico,176.5,,9.0,assumed 9.0 m,,53.56,simulated,geometry-limited massing box
28388,residential,Edificio generico,342.9,,9.0,assumed 9.0 m,,49.9,simulated,geometry-limited massing box
29125,residential,Edificio generico,208.8,,9.0,assumed 9.0 m,,,not simulated,
29146,residential,Edificio generico,62.1,,9.0,assumed 9.0 m,,100.52,simulated,dwelling layout (imputed)
29392,residential,Edificio generico,77.6,,9.0,assumed 9.0 m,,58.61,simulated,geometry-limited massing box
29171,residential,Edificio generico,276.1,,9.0,assumed 9.0 m,,55.76,simulated,geometry-limited massing box
28014,residential,Edificio generico,459.6,,9.0,assumed 9.0 m,,47.49,simulated,geometry-limited massing box
28350,residential,Edificio generico,1941.8,,9.0,assumed 9.0 m,,39.06,simulated,geometry-limited massing box
28108,residential,Edificio generico,864.9,,9.0,assumed 9.0 m,,42.33,simulated,geometry-limited massing box
28651,residential,Edificio generico,932.1,,9.0,assumed 9.0 m,,42.79,simulated,geometry-limited massing box
87563,residential,,56.7,,9.0,assumed 9.0 m,,70.99,simulated,dwelling layout (imputed)
87531,residential,,995.9,,9.0,assumed 9.0 m,,47.81,simulated,geometry-limited massing box
87525,residential,,64.5,,9.0,assumed 9.0 m,,,not simulated,
92782,residential,Edificio generico,36.4,,9.0,assumed 9.0 m,,111.88,simulated,dwelling layout (imputed)
92784,residential,Edificio generico,21.4,,9.0,assumed 9.0 m,,111.38,simulated,dwelling layout (imputed)
92808,residential,Edificio generico,68.3,,9.0,assumed 9.0 m,,36.01,simulated,geometry-limited massing box
92809,residential,Edificio generico,25.7,,9.0,assumed 9.0 m,,26.23,simulated,dwelling layout (imputed)
92950,residential,Edificio generico,140.2,,9.0,assumed 9.0 m,,,not simulated,
92973,residential,Edificio generico,62.0,,9.0,assumed 9.0 m,,70.89,simulated,dwelling layout (imputed)
92787,residential,Edificio generico,23.7,,9.0,assumed 9.0 m,,,not simulated,
92792,residential,Edificio generico,31.7,,9.0,assumed 9.0 m,,,not simulated,
92803,residential,Edificio generico,22.9,,9.0,assumed 9.0 m,,139.77,simulated,dwelling layout (imputed)
93417,residential,Edificio generico,24.8,,9.0,assumed 9.0 m,,271.58,simulated,dwelling layout (imputed)
94721,residential,Edificio generico,22.7,,9.0,assumed 9.0 m,,114.58,simulated,dwelling layout (imputed)
28857,residential,Edificio generico,584.6,,9.0,assumed 9.0 m,,,not simulated,
32538,residential,Edificio generico,195.1,,9.0,assumed 9.0 m,,48.77,simulated,geometry-limited massing box
32495,residential,Edificio generico,106.0,,9.0,assumed 9.0 m,,119.59,simulated,dwelling layout (imputed)
32502,residential,Edificio generico,448.8,,9.0,assumed 9.0 m,,49.7,simulated,geometry-limited massing box
32506,residential,Edificio generico,182.3,,9.0,assumed 9.0 m,,51.21,simulated,dwelling layout (imputed)
31234,residential,Edificio generico,191.7,,9.0,assumed 9.0 m,,51.77,simulated,geometry-limited massing box
32191,residential,Edificio generico,64.9,,9.0,assumed 9.0 m,,58.3,simulated,geometry-limited massing box
31118,residential,Edificio generico,136.1,,9.0,assumed 9.0 m,,66.45,simulated,dwelling layout (imputed)
31222,residential,Edificio generico,468.3,,9.0,assumed 9.0 m,,54.79,simulated,dwelling layout (imputed)
31229,residential,Edificio generico,336.1,,9.0,assumed 9.0 m,,51.44,simulated,dwelling layout (imputed)
32244,residential,Edificio generico,74.7,,9.0,assumed 9.0 m,,65.85,simulated,dwelling layout (imputed)
31035,residential,Edificio generico,364.8,,9.0,assumed 9.0 m,,50.03,simulated,geometry-limited massing box
29610,residential,Edificio generico,20.0,,9.0,assumed 9.0 m,,130.4,simulated,dwelling layout (imputed)
30902,residential,Edificio generico,113.9,,9.0,assumed 9.0 m,,65.58,simulated,geometry-limited massing box
30906,residential,Edificio generico,137.2,,9.0,assumed 9.0 m,,39.52,simulated,geometry-limited massing box
30912,residential,Edificio generico,66.4,,9.0,assumed 9.0 m,,56.01,simulated,geometry-limited massing box
30915,residential,Edificio generico,242.2,,9.0,assumed 9.0 m,,,not simulated,
30923,residential,Edificio generico,117.9,,9.0,assumed 9.0 m,,50.67,simulated,geometry-limited massing box
29629,residential,Edificio generico,412.6,,9.0,assumed 9.0 m,,44.48,simulated,geometry-limited massing box
95957,residential,Edificio generico,24.9,,9.0,assumed 9.0 m,,123.19,simulated,geometry-limited massing box
92921,residential,Edificio generico,31.9,,9.0,assumed 9.0 m,,35.32,simulated,dwelling layout (imputed)
33273,residential,Edificio generico,174.0,,9.0,assumed 9.0 m,,65.4,simulated,geometry-limited massing box
30311,residential,Edificio generico,168.1,,9.0,assumed 9.0 m,,51.16,simulated,dwelling layout (imputed)
30485,residential,Edificio generico,369.5,,9.0,assumed 9.0 m,,54.73,simulated,geometry-limited massing box
31952,residential,Edificio generico,232.2,,9.0,assumed 9.0 m,,54.44,simulated,geometry-limited massing box
33353,residential,Edificio generico,182.7,,9.0,assumed 9.0 m,,,not simulated,
31592,residential,Edificio generico,171.6,,9.0,assumed 9.0 m,,67.32,simulated,dwelling layout (imputed)
31608,residential,Edificio generico,211.5,,9.0,assumed 9.0 m,,,not simulated,
30018,residential,Edificio generico,181.0,,9.0,assumed 9.0 m,,38.18,simulated,dwelling layout (imputed)
32491,residential,Edificio generico,810.9,,9.0,assumed 9.0 m,,47.79,simulated,geometry-limited massing box
30139,residential,Edificio generico,213.9,,9.0,assumed 9.0 m,,39.96,simulated,geometry-limited massing box
81069,residential,,156.6,,9.0,assumed 9.0 m,,33.23,simulated,dwelling layout (imputed)
32895,residential,Edificio generico,370.2,,9.0,assumed 9.0 m,,50.15,simulated,geometry-limited massing box
32343,residential,Edificio generico,39.8,,9.0,assumed 9.0 m,,78.75,simulated,geometry-limited massing box
28287,residential,Edificio generico,1692.1,,9.0,assumed 9.0 m,,42.58,simulated,dwelling layout (imputed)
32183,residential,Edificio generico,302.4,,9.0,assumed 9.0 m,,46.68,simulated,geometry-limited massing box
32192,residential,Edificio generico,112.3,,9.0,assumed 9.0 m,,,not simulated,
32197,residential,Edificio generico,200.3,,9.0,assumed 9.0 m,,51.31,simulated,dwelling layout (imputed)
29695,residential,Edificio generico,395.1,,9.0,assumed 9.0 m,,46.41,simulated,geometry-limited massing box
32336,residential,Edificio generico,240.7,,9.0,assumed 9.0 m,,64.27,simulated,dwelling layout (imputed)
32341,residential,Edificio generico,61.8,,9.0,assumed 9.0 m,,90.47,simulated,dwelling layout (imputed)
31074,residential,Edificio generico,420.8,,9.0,assumed 9.0 m,,54.15,simulated,geometry-limited massing box
93380,residential,Edificio generico,40.8,,9.0,assumed 9.0 m,,89.32,simulated,dwelling layout (imputed)
31304,residential,Edificio generico,902.1,,9.0,assumed 9.0 m,,57.61,simulated,geometry-limited massing box
31319,residential,Edificio generico,180.1,,9.0,assumed 9.0 m,,47.55,simulated,geometry-limited massing box
31320,residential,Edificio generico,117.2,,9.0,assumed 9.0 m,,56.51,simulated,geometry-limited massing box
32651,residential,Edificio generico,282.9,,9.0,assumed 9.0 m,,56.21,simulated,geometry-limited massing box
32652,residential,Edificio generico,189.7,,9.0,assumed 9.0 m,,45.27,simulated,geometry-limited massing box
30189,residential,Edificio generico,245.7,,9.0,assumed 9.0 m,,61.81,simulated,geometry-limited massing box
31499,residential,Edificio generico,202.8,,9.0,assumed 9.0 m,,56.69,simulated,dwelling layout (imputed)
31500,residential,Edificio generico,921.9,,9.0,assumed 9.0 m,,,not simulated,
31507,residential,Edificio generico,141.1,,9.0,assumed 9.0 m,,,not simulated,
30544,residential,Edificio generico,3326.0,,9.0,assumed 9.0 m,,60.85,simulated,geometry-limited massing box
30545,residential,Edificio generico,554.7,,9.0,assumed 9.0 m,,49.36,simulated,geometry-limited massing box
30356,residential,Edificio generico,143.4,,9.0,assumed 9.0 m,,53.89,simulated,geometry-limited massing box
33401,residential,Edificio generico,311.9,,9.0,assumed 9.0 m,,53.63,simulated,geometry-limited massing box
32829,residential,Edificio generico,48.6,,9.0,assumed 9.0 m,,113.12,simulated,dwelling layout (imputed)
30230,residential,Edificio generico,339.5,,9.0,assumed 9.0 m,,41.44,simulated,geometry-limited massing box
30013,residential,Edificio generico,838.9,,9.0,assumed 9.0 m,,46.16,simulated,geometry-limited massing box
30357,residential,Edificio generico,21.5,,9.0,assumed 9.0 m,,55.9,simulated,dwelling layout (imputed)
30023,residential,Edificio generico,206.7,,9.0,assumed 9.0 m,,,not simulated,
30025,residential,Edificio generico,1251.1,,9.0,assumed 9.0 m,,46.56,simulated,geometry-limited massing box
31386,residential,Edificio generico,24.5,,9.0,assumed 9.0 m,,81.78,simulated,geometry-limited massing box
30232,residential,Edificio generico,533.0,,9.0,assumed 9.0 m,,49.73,simulated,geometry-limited massing box
30210,residential,Edificio generico,141.8,,9.0,assumed 9.0 m,,,not simulated,
31563,residential,Edificio generico,521.6,,9.0,assumed 9.0 m,,41.93,simulated,dwelling layout (imputed)
30072,residential,Edificio generico,887.7,,9.0,assumed 9.0 m,,42.86,simulated,geometry-limited massing box
31447,residential,Edificio generico,343.8,,9.0,assumed 9.0 m,,60.63,simulated,geometry-limited massing box
32981,residential,Edificio generico,283.6,,9.0,assumed 9.0 m,,51.15,simulated,geometry-limited massing box
30079,residential,Edificio generico,190.6,,9.0,assumed 9.0 m,,57.81,simulated,geometry-limited massing box
33040,residential,Edificio generico,68.8,,9.0,assumed 9.0 m,,206.12,simulated,dwelling layout (imputed)
30596,residential,Edificio generico,66.8,,9.0,assumed 9.0 m,,47.66,simulated,dwelling layout (imputed)
30597,residential,Edificio generico,137.6,,9.0,assumed 9.0 m,,,not simulated,
30304,residential,Edificio generico,317.5,,9.0,assumed 9.0 m,,68.29,simulated,dwelling layout (imputed)
31281,residential,Edificio generico,67.9,,9.0,assumed 9.0 m,,67.98,simulated,geometry-limited massing box
31289,residential,Edificio generico,128.4,,9.0,assumed 9.0 m,,40.82,simulated,geometry-limited massing box
31292,residential,Edificio generico,497.1,,9.0,assumed 9.0 m,,47.79,simulated,geometry-limited massing box
31297,residential,Edificio generico,570.9,,9.0,assumed 9.0 m,,52.26,simulated,geometry-limited massing box
31299,residential,Edificio generico,257.3,,9.0,assumed 9.0 m,,41.4,simulated,geometry-limited massing box
31301,residential,Edificio generico,127.3,,9.0,assumed 9.0 m,,72.19,simulated,dwelling layout (imputed)
32685,residential,Edificio generico,101.7,,9.0,assumed 9.0 m,,58.71,simulated,dwelling layout (imputed)
30340,residential,Edificio generico,52.9,,9.0,assumed 9.0 m,,104.43,simulated,dwelling layout (imputed)
30282,residential,Edificio generico,120.8,,9.0,assumed 9.0 m,,53.86,simulated,dwelling layout (imputed)
30718,residential,Edificio generico,254.0,,9.0,assumed 9.0 m,,154.71,simulated,dwelling layout (imputed)
93407,residential,Edificio generico,161.1,,9.0,assumed 9.0 m,,52.73,simulated,dwelling layout (imputed)
93409,residential,Edificio generico,175.6,,9.0,assumed 9.0 m,,60.92,simulated,dwelling layout (imputed)
32643,residential,Edificio generico,54.0,,9.0,assumed 9.0 m,,77.85,simulated,geometry-limited massing box
30259,residential,Edificio generico,271.9,,9.0,assumed 9.0 m,,,not simulated,
31636,residential,Edificio generico,236.9,,9.0,assumed 9.0 m,,47.19,simulated,geometry-limited massing box
29963,residential,Edificio generico,41.5,,9.0,assumed 9.0 m,,,not simulated,
32177,residential,Edificio generico,198.5,,9.0,assumed 9.0 m,,,not simulated,
32306,residential,Edificio generico,22.0,,9.0,assumed 9.0 m,,48.54,simulated,dwelling layout (imputed)
32233,residential,Edificio generico,318.1,,9.0,assumed 9.0 m,,58.38,simulated,dwelling layout (imputed)
32280,residential,Edificio generico,191.7,,9.0,assumed 9.0 m,,64.21,simulated,geometry-limited massing box
32144,residential,Edificio generico,183.2,,9.0,assumed 9.0 m,,,not simulated,
29269,residential,Edificio generico,69.4,,9.0,assumed 9.0 m,,,not simulated,
31716,residential,Edificio generico,398.5,,9.0,assumed 9.0 m,,53.8,simulated,geometry-limited massing box
31105,residential,Edificio generico,1155.2,,9.0,assumed 9.0 m,,48.33,simulated,geometry-limited massing box
32227,residential,Edificio generico,31.4,,9.0,assumed 9.0 m,,195.86,simulated,dwelling layout (imputed)
32664,residential,Edificio generico,189.4,,9.0,assumed 9.0 m,,56.33,simulated,geometry-limited massing box
31347,residential,Edificio generico,275.3,,9.0,assumed 9.0 m,,40.95,simulated,dwelling layout (imputed)
31773,residential,Edificio generico,208.9,,9.0,assumed 9.0 m,,47.17,simulated,geometry-limited massing box
32882,residential,Edificio generico,1180.2,,9.0,assumed 9.0 m,,47.82,simulated,geometry-limited massing box
33227,residential,Edificio generico,143.3,,9.0,assumed 9.0 m,,53.4,simulated,dwelling layout (imputed)
33141,residential,Edificio generico,368.9,,9.0,assumed 9.0 m,,54.16,simulated,geometry-limited massing box
32278,residential,Edificio generico,217.5,,9.0,assumed 9.0 m,,42.14,simulated,geometry-limited massing box
29321,residential,Edificio generico,64.1,,9.0,assumed 9.0 m,,93.52,simulated,dwelling layout (imputed)
28153,residential,Edificio generico,144.4,,9.0,assumed 9.0 m,,,not simulated,
29965,residential,Edificio generico,313.0,,9.0,assumed 9.0 m,,46.44,simulated,geometry-limited massing box
31060,residential,Edificio generico,222.8,,9.0,assumed 9.0 m,,40.04,simulated,dwelling layout (imputed)
29793,residential,Edificio generico,1183.5,,9.0,assumed 9.0 m,,49.2,simulated,dwelling layout (imputed)
32355,residential,Edificio generico,2723.5,,9.0,assumed 9.0 m,,35.6,simulated,geometry-limited massing box
32362,residential,Edificio generico,99.0,,9.0,assumed 9.0 m,,50.98,simulated,geometry-limited massing box
32363,residential,Edificio generico,76.4,,9.0,assumed 9.0 m,,79.8,simulated,dwelling layout (imputed)
92789,residential,Edificio generico,196.5,,9.0,assumed 9.0 m,,,not simulated,
29737,residential,Edificio generico,518.1,,9.0,assumed 9.0 m,,47.91,simulated,geometry-limited massing box
31246,residential,Edificio generico,83.2,,9.0,assumed 9.0 m,,59.97,simulated,geometry-limited massing box
81071,residential,,23.1,,9.0,assumed 9.0 m,,132.48,simulated,dwelling layout (imputed)
32669,residential,Edificio generico,86.7,,9.0,assumed 9.0 m,,47.77,simulated,geometry-limited massing box
92926,residential,Edificio generico,133.0,,9.0,assumed 9.0 m,,42.8,simulated,dwelling layout (imputed)
30374,residential,Edificio generico,124.6,,9.0,assumed 9.0 m,,63.15,simulated,dwelling layout (imputed)
30278,residential,Edificio generico,179.2,,9.0,assumed 9.0 m,,56.89,simulated,geometry-limited massing box
31996,residential,Edificio generico,142.0,,9.0,assumed 9.0 m,,66.2,simulated,geometry-limited massing box
33034,residential,Edificio generico,105.4,,9.0,assumed 9.0 m,,69.01,simulated,geometry-limited massing box
31899,residential,Edificio generico,20.5,,9.0,assumed 9.0 m,,152.12,simulated,dwelling layout (imputed)
32729,residential,Edificio generico,266.3,,9.0,assumed 9.0 m,,,not simulated,
32808,residential,Edificio generico,390.4,,9.0,assumed 9.0 m,,,not simulated,
32809,residential,Edificio generico,291.4,,9.0,assumed 9.0 m,,,not simulated,
33213,residential,Edificio generico,67.5,,9.0,assumed 9.0 m,,45.5,simulated,dwelling layout (imputed)
31519,residential,Edificio generico,209.0,,9.0,assumed 9.0 m,,,not simulated,
30320,residential,Edificio generico,529.9,,9.0,assumed 9.0 m,,54.31,simulated,dwelling layout (imputed)
31659,residential,Edificio generico,468.0,,9.0,assumed 9.0 m,,39.86,simulated,geometry-limited massing box
31666,residential,Edificio generico,199.2,,9.0,assumed 9.0 m,,,not simulated,
32966,residential,Edificio generico,407.4,,9.0,assumed 9.0 m,,38.81,simulated,dwelling layout (imputed)
31971,residential,Edificio generico,303.6,,9.0,assumed 9.0 m,,54.18,simulated,geometry-limited massing box
32883,residential,Edificio generico,567.8,,9.0,assumed 9.0 m,,,not simulated,
31578,residential,Edificio generico,174.6,,9.0,assumed 9.0 m,,44.29,simulated,geometry-limited massing box
31528,residential,Edificio generico,543.9,,9.0,assumed 9.0 m,,44.26,simulated,geometry-limited massing box
31535,residential,Edificio generico,23.3,,9.0,assumed 9.0 m,,87.22,simulated,dwelling layout (imputed)
32713,residential,Edificio generico,162.9,,9.0,assumed 9.0 m,,51.05,simulated,dwelling layout (imputed)
32850,residential,Edificio generico,133.7,,9.0,assumed 9.0 m,,45.07,simulated,dwelling layout (imputed)
